product_description,product_brand_id,product_image,product_name,product_id,product_category_id
"Giải trí sống động, sắc nét, mắt nhìn thoải mái với màn hình lớn 6.7"" HD+, Xử lý trơn tru mọi tác vụ với\xa0trang bị chip MediaTek Helio G85 mạnh mẽ, Quay phim, chụp hình chuyên nghiệp với 2\xa0camera sau độ phân giải 50MP - 2MP, Sáng tạo ảnh chân dung rõ nét, đẹp tự nhiên với camera trước phân giải 8MP, Dung lượng pin lớn 5000mAh bền bỉ, trải nghiệm liền mạch mọi cuộc vui, Có cảm biến vân tay, mở khóa máy và thanh toán 1 chạm nhanh chóng, Điện thoại Samsung\xa02 khe SIM, dễ tách bạch giữa liên lạc cá nhân & công việc",8,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1017/Samsung_Galaxy_A06_4G_4GB128GB_Xanh_lá1.jpg,Điện thoại Samsung Galaxy A06 4G 4GB/128GB Xanh lá,72,8
"Hệ điều hành: Win 10, CPU: Intel Core i5-8400, RAM: 8GB, Ổ cứng: 1TB",28,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/540/avt1_30yd-n2.jpg,MÁY TÍNH ĐỂ BÀN DELL INSPIRON N3470A,73,28
"Kiểu dáng bàn phím hiện đại, gọn nhẹ và dễ dàng thao tác, Bàn phím dạng chiclet tinh tế, gõ êm và không gây tiếng ồn, Chất liệu nhựa cao cấp ABS, mang lại thẩm mỹ và độ bền cao, Tương thích với Window, Mac OS, Android, tiện lợi khi sử dụng, Kết nối nhanh qua cổng USB, thao tác đơn giản và nhanh chóng, Độ dài dây cáp đến 1.4m kết nối dễ dàng với các thiết bị khác",31,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/809/10051828-ban-phim-co-day-zadez-zk-121-1.jpg,Bàn phím có dây Zadez ZK-121,74,31
"Kiểu dáng đơn giản, nhỏ gọn, tiết kiệm không gian, Công nghệ không dây 2.4GHz giúp kết nối nhanh chóng, Vô tư di chuyển trong phạm vi 10m, kết nối ổn định, Thoải mái tùy chỉnh độ cao, cảm giác gõ phím thoải mái, Có công tắc để bật/tắt tiết kiệm pin hiệu quả, Chuột độ phân giải 1000dpi lướt thả ga, mượt mà",30,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/258/10032919-ban-phim-chuot-logitech-mk220-01.jpg,Bộ bàn phím chuột vi tính Logitech MK220,75,30
"Kiểu dáng đơn giản, nhỏ gọn, tiết kiệm không gian, Công nghệ không dây giúp kết nối nhanh chóng, Vô tư di chuyển trong phạm vi 10m, kết nối ổn định, Thoải mái tùy chỉnh độ cao, cảm giác gõ phím thoải mái, Có công tắc để bật/tắt tiết kiệm pin hiệu quả, Chuột độ phân giải 1000dpi lướt thả ga, mượt mà",30,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/260/10033001-bo-pc-logitech-mk240-dl-920-008202-01.jpg,Bộ bàn phím chuột vi tính Logitech MK240,76,30
"Kiểu dáng đơn giản, nhỏ gọn, tiết kiệm không gian, Tích hợp 12 phím chức năng thuận tiện điều khiển, Kết nối ổn định, vô tư di chuyển trong phạm vi 10m, Thiết kế có khả năng chống nước tràn, bền bỉ với thời gian, Chuột độ phân giải 1000dpi kéo lướt thả ga, mượt mà, Có công tắc để bật/tắt tiết kiệm pin hiệu quả khi sử dụng",30,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/223/10030649-bo-pc-logitech-mk345-wl-920-006491-den-01.jpg,Bộ bàn phím chuột vi tính Logitech MK345,77,30
"Kiểu dáng đẹp, thiết kế nhỏ gọn có thể đặt ở mọi vị trí trong nhà cũng như văn phòng, CPU Intel Core i7-12700 với sức mạnh vượt trội xử lý mượt mọi tác vụ từ nặng đến nhẹ, RAM 8GB DDR4 đa nhiệm có thể làm việc với nhiều tab mà không gặp tình trạng giật, lag, Được trang bị bộ nhớ trong 512GB giúp khởi động máy nhanh, cho không gian lưu trữ lớn, Tích hợp đầy đủ cổng kết nối: USB, HDMI, VGA,... đáp ứng mọi nhu cầu của người dùng",27,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/821/10052818-pc-hp-slim-desktop-bundle-s01-i7-12700-pf2024d-6k7b3pa-1.jpg,PC HP Slim Desktop Bundle S01-PF2024D i7-12700/8GB/512GB/Win11 6K7B3PA,78,27
"Kiểu dáng đối xứng, viền bằng cao su giúp ôm sát tay khi dùng, Trang bị 5 nút chức năng, độ phân giải tùy chỉnh 400 - 4000 dpi, Làm việc tập trung, yên tĩnh với công nghệ giảm ồn SilentTouch, Tính năng cuộn thông minh, đạt độ chính xác cao với SmartWheel, Kết nối tương thích với nhiều nền tảng, phạm vi kết nối tới 10m, Trang bị 1 viên pin AA sử dụng lâu dài và bền bỉ, ít lo việc sạc pin, Kết nối không dây qua đầu thu USB Logi Bolt hoặc qua Bluetooth",40,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/812/10051892-chuot-khong-day-logitech-signature-m650-trang-1.jpg,Chuột không dây Logitech Signature M650 Trắng (910-006264),79,40
"Kết nối Bluetooth 5.1 dễ dàng kết nối máy tính, điện thoại... ổn định và nhanh chóng, Kích hoạt chế độ Quiet để khử tiếng ồn hoàn toàn, đắm chìm không gian riêng bạ, Chế độ Aware giúp bạn dễ dàng nghe âm thanh xung quanh và âm nhạc cùng lúc, Nút tai StayHear Max, mọi bề mặt tiếp xúc được làm\xa0chất liệu silicon mềm mại, Microphone thiết kế đặc biệt, tách biệt giọng với tiếng ồn giúp đàm thoại rõ ràng, Điều khiển cảm ứng đơn giản, mọi thao tác chỉ với một nút chạm trên tai nghe, Thời lượng pin 6 giờ, tận hưởng âm nhạc và làm việc cả ngày dài",57,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/766/10050637-tai-nghe-bose-quietcomfort-earbuds-trang-1.jpg,Tai nghe Bose Quietcomfort Earbuds Trắng,80,57
"Laptop ASUS Vivobook 14 cho hiệu năng mạnh mẽ và ổn định, Trang bị RAM 16GB DDR4 xử lý đa tác vụ mượt mà không giật lag, Ổ cứng SSD 512GB giúp khởi động máy và mở ứng dụng siêu nhanh, Màn hình 14 inch WUXGA sắc nét, hiển thị hình ảnh sống động, Bộ xử lý đồ họa Intel UHD Graphics đáp ứng tốt nhu cầu học tập và văn phòng, Kết nối WiFi 6E và Bluetooth 5.3 hiện đại cho tốc độ truyền tải ổn định, Bàn phím có đèn nền giúp làm việc dễ dàng trong điều kiện thiếu sáng, Có cảm biến vân tay tăng cường bảo mật và mở khóa tiện lợi, Camera HD tích hợp nắp che riêng tư bảo vệ an toàn cho người dùng, Thiết kế mỏng nhẹ với trọng lượng chỉ 1.51kg thuận tiện di chuyển, Vỏ nhựa màu bạc thanh lịch phù hợp mọi phong cách sử dụng",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1156/Laptop_ASUS_Vivobook_14__i5-13420H16GB512GBWin11__X1405VA-LY623W_.jpg,Laptop ASUS Vivobook 14 i5-13420H/16GB/512GB/Win11 (X1405VA-LY623W),81,18
"Laptop ASUS Vivobook 16 chip Intel Core i7 Gen 13 hiệu năng mạnh mẽ, Bộ nhớ RAM 16GB giúp xử lý đa nhiệm mượt mà không giật lag, Ổ cứng SSD 512GB truy xuất dữ liệu nhanh và khởi động máy tức thì, Màn hình lớn 16 inch WUXGA hiển thị sắc nét phù hợp làm việc lẫn giải trí, Tấm nền IPS góc nhìn rộng hỗ trợ hiển thị rõ nét ở nhiều vị trí, Đồ họa Intel Iris Xe đáp ứng tốt nhu cầu đồ họa cơ bản và văn phòng, Hỗ trợ Wi-Fi 6E và Bluetooth 5.3 kết nối không dây nhanh và ổn định, Camera HD tích hợp hỗ trợ học tập và họp online tiện lợi, Trang bị đa dạng cổng kết nối, dễ dàng truyền - nhận dữ liệu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1157/Laptop_ASUS_Vivobook_16_i7-13620H16GB512GBWin11__X1605VA-MB1795W_.jpg,Laptop ASUS Vivobook 16 i7-13620H/16GB/512GB/Win11 (X1605VA-MB1795W),82,18
"Laptop Acer\xa0Aspire 3 màu Bạc thanh lịch, thiết kế mỏng nhẹ dễ mang theo, CPU AMD Ryzen 5 hiệu năng ổn định, xử lý tốt tác vụ học tập, văn phòng, Màn hình Full HD 14 inch, đường viền hẹp, hiển thị hình ảnh sắc nét, chân thật, RAM 8GB chuẩn DDR5 đa nhiệm tốt, chạy mượt nhiều tab làm việc cùng lúc, Ổ cứng SSD 512GB khởi động máy nhanh, mở ra không gian lưu trữ rộng lớn, Đa dạng các cổng kết nối thông dụng, đáp ứng tốt nhu cầu làm việc và giải trí",20,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1114/10056384-mtxt-acer-a314-23m-r4tx-d-r57520-8-512w-1_ci2i-bz.jpg,Laptop Acer Aspire 3 A314-23M-R4TX R5-7520U/8GB/512GB/Win11 (NX.KEXSV.001),83,20
"Laptop Acer\xa0thiết kế sang trọng, trọng lượng nhẹ dễ mang theo sử dụng, Bộ vi xử lý Intel Core i3 thế hệ 13 xử lý tốt các tác vụ học tập, văn phòng, RAM 8GB LPDDR5 đa nhiệm mượt mà, hạn chế giật lag khi mở nhiều tab làm việc, Ổ cứng SSD 512GB khởi động máy nhanh, nhiều không gian lưu trữ dữ liệu, Màn hình 14 inch độ phân giải\xa0WUXGA\xa0hiển thị hình ảnh sắc nét, đẹp mắt, Pin 50Wh, 3-cell cho thời lượng sử dụng lâu, làm việc và giải trí liền mạch, Tích hợp đa dạng loại cổng kết nối, thuận tiện cho việc truyền nhận dữ liệu",20,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1126/Acer-Aspire-5-A514-56P-35X7-_NX.KHRSV.001_1.jpg,Laptop Acer Aspire 5 A514-56P-35X7 i3-1315U/8GB/512GB/Win11 (NX.KHRSV.001),84,20
"Laptop Acer\xa0thiết kế sang trọng, trọng lượng nhẹ dễ mang theo sử dụng, Bộ vi xử lý Intel Core i5-1335U xử lý tốt các tác vụ học tập, văn phòng, RAM 16GB DDR5 đa nhiệm mượt mà, hạn chế giật lag khi mở nhiều tab làm việc, Ổ cứng SSD 512GB khởi động máy nhanh, nhiều không gian lưu trữ dữ liệu, Màn hình lớn 15.6"" độ phân giải\xa0Full HD\xa0hiển thị hình ảnh sắc nét, đẹp mắt, Pin 50Wh 3-cell cho thời lượng sử dụng lâu, làm việc và giải trí liền mạch, Tích hợp đa dạng loại cổng kết nối, thuận tiện cho việc truyền nhận dữ liệu",20,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/904/10056983-laptop-acer-aspire-5-ạ-58p--56rp-i5-1335u-nx-khjsv-008-1.jpg,Laptop Acer Aspire 5 A515-58P-56RP i5-1335U/16GB/512GB/Win11 (NX.KHJSV.008),85,20
"Laptop Acer\xa0thiết kế sang trọng, trọng lượng nhẹ dễ mang theo sử dụng, Hiệu năng mạnh mẽ với CPU Intel Core i7-1355U, xử lý mượt mà các tác vụ, RAM 16GB DDR5 đa nhiệm tốt, hạn chế giật lag khi mở nhiều tab làm việc, Ổ cứng SSD 512GB khởi động máy nhanh, nhiều không gian lưu trữ dữ liệu, Màn hình 14"" độ phân giải WUXGA\xa0cho hiển thị hình ảnh sắc nét, đẹp mắt, Pin 50Wh 3-cell cho thời lượng sử dụng lâu, làm việc và giải trí liền mạch, Tích hợp đa dạng loại cổng kết nối, thuận tiện cho việc truyền nhận dữ liệu",20,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10056984-laptop-acer-aspire-5-i5-56p-742f-i7-1355u-nx-khrsv-005-1.jpg,Laptop Acer Aspire 5 A514-56P-742F i7-1355U/16GB/512GB/Win11 (NX.KHRSV.005),86,20
"Laptop Acer\xa0thiết kế sang trọng, trọng lượng nhẹ dễ mang theo sử dụng, Hiệu năng mạnh mẽ với CPU Intel Core i7-1355U, xử lý mượt mà các tác vụ, RAM 16GB LPDDR5 đa nhiệm tốt, hạn chế giật lag khi mở nhiều tab làm việc, Ổ cứng SSD lớn tới 1TB khởi động máy nhanh, nhiều không gian lưu trữ dữ liệu, Màn hình lớn 15.6 inch độ phân giải FHD cho hiển thị hình ảnh sắc nét, đẹp mắt, Pin 50Wh 3-cell cho thời lượng sử dụng lâu, làm việc và giải trí liền mạch, Tích hợp đa dạng loại cổng kết nối, thuận tiện cho việc truyền nhận dữ liệu",20,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1141/Acer_Aspire_5_i7-1355U16GB1TB__A515-58P-71EJ_.jpg,Laptop Acer Aspire 5 i7-1355U/16GB/1TB/Win11 (A515-58P-71EJ),87,20
"Laptop Asus TUF Gaming F15 thiết kế\xa0chuẩn gaming với những đường cắt tinh tế, CPU Intel Core i5 Gen12 H-Series\xa0mạnh mẽ vượt trội, ""chiến"" game mượt mà, Card đồ họa NVIDIA GeForce RTX\xa03050 4GB kết xuất đồ họa mượt mà, đẹp mắt, RAM 16GB chuẩn DDR4 đa nhiệm tốt, chạy ổn định khi mở nhiều Tab làm việc, Ổ cứng SSD 512GB cho không gian lưu trữ dữ liệu lớn,\xa0khởi động máy nhanh, Màn hình 15.6"" Full HD, tần số quét 144Hz hiển thị hình ảnh sống động, sắc nét, Âm thanh vòm Dolby Atmos cho âm thanh tràn ngập, cùng chất âm sống động, Laptop trang bị đa dạng các cổng kết nối, đáp ứng đầy đủ nhu cầu chia sẻ dữ liệu, Bàn phím Chiclet có đèn nền RGB 1 vùng đẹp mắt, nâng cao trải nghiệm giải trí",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10058328-Asus_TUF_Gaming_F15_i5-12500H__FX507ZC4-HN095W_1.jpg,Laptop Asus TUF Gaming F15 i5-12500H/16GB/512GB/Win11 (FX507ZC4-HN095W),88,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình 14"", độ phân giải 2.8k (2880x1800) pixels hiển thị sống động, sắc nét, Công nghệ màn hình OLED tiên tiến mang đến màu sắc sống động tuyệt đẹp, Bản lề gập mở 180 độ, dễ dàng chia sẻ dữ liệu với đối tác trong các cuộc họp, CPU Intel Core i9-13900H mạnh mẽ, xử lý tốt các tác vụ học tập và văn phòng, RAM 16GB chuẩn DDR4 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ rộng lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng chỉ với 1 chạm ngón tay, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1020/10056153-mtxt-asus-s3405va-km071wi91390-16-512w-1_txxz-91.jpg,Laptop Asus Vivobook 14X OLED i9-13900H/16GB/512GB/Win11 (S3405VA-KM071W),89,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình 14"", độ phân giải 2.8k (2880x1800) pixels hiển thị sống động, sắc nét, Công nghệ màn hình OLED tiên tiến mang đến màu sắc sống động tuyệt đẹp, Bộ vi xử lý Intel Core i5-13500H, xử lý tốt các tác vụ học tập và văn phòng, RAM 16GB chuẩn DDR4 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ rộng lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng chỉ với 1 chạm ngón tay, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1020/10056000-laptop-asus-vivobook-14-oled-i5-13500h-16gb-512gb-win11-05va-km095w-1_i3cu-qw.jpg,Laptop Asus Vivobook 14 OLED i5-13500H/16GB/512GB/Win11 (A1405VA-KM095W),90,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình 14"", độ phân giải Full HD (1920x 080) hiển thị sống động, sắc nét, Bản lề gập mở 180 độ, dễ dàng chia sẻ dữ liệu với đối tác trong các cuộc họp, Bộ vi xử lý AMD Ryzen 5 mạnh mẽ, xử lý tốt các tác vụ học tập và văn phòng, RAM 16GB chuẩn DDR5 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ rộng lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng chỉ với 1 chạm ngón tay, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/938/10051061-laptop-acer-nitro-5-gaming-an515-45-r6ev-r5-5600h-nhqbmsv006-1.jpg,Laptop Asus Vivobook Go 14 R5-7520U/16GB/512GB/Win11 (E1404FA-NK177W),91,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình 15.6 inch rộng rãi, độ phân giải Full HD hiển thị hình ảnh sắc nét, Bản lề\xa0180° tiện lợi, dễ dàng chia sẻ thông tin, dữ liệu trong các buổi hội họp, Bộ vi xử lý Intel Core i3-1215U, xử lý tốt các tác vụ học tập và văn phòng, RAM 8GB chuẩn DDR4 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng, nhanh chóng và an toàn, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/898/10056805-laptop-asus-vivobook15-i3-1215u-x1504za0nj582w-1.jpg,Laptop Asus Vivobook 15 i3-1215U/8GB/512GB/Win11 (X1504ZA-NJ582W),92,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình 15.6 inch rộng rãi, độ phân giải Full HD hiển thị hình ảnh sắc nét, Bản lề\xa0180° tiện lợi, dễ dàng chia sẻ thông tin, dữ liệu trong các buổi hội họp, Bộ vi xử lý Intel Core i3-1315U, xử lý tốt các tác vụ học tập và văn phòng, RAM 8GB chuẩn DDR4 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng, nhanh chóng và an toàn, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/871/10055337-laptop-asus-vivobook-15-i3-1315u-x1504va-nj069w-1.jpg,Laptop Asus Vivobook 15 i3-1315U/8GB/512GB/Win11 (X1504VA-NJ069W),93,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình 15.6 inch rộng rãi, độ phân giải Full HD hiển thị hình ảnh sắc nét, Bản lề\xa0180° tiện lợi, dễ dàng chia sẻ thông tin, dữ liệu trong các buổi hội họp, Bộ vi xử lý Intel Core i5-1335U, xử lý tốt các tác vụ học tập và văn phòng, RAM 16GB chuẩn DDR4 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng, nhanh chóng và an toàn, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/V-LAPTOP-ASUS-NJ070W-1.jpg,Laptop Asus Vivobook 15 i5-1335U/16GB/512GB/Win11 (X1504VA-NJ070W),94,18
"Laptop Asus dòng Vivobook thiết kế mỏng nhẹ, diện mạo đẹp sang trọng, Màn hình lớn 15.6” rộng rãi, độ phân giải Full HD cho hiển thị hình ảnh sắc nét, Công nghệ màn hình OLED tiên tiến mang đến màu sắc sống động tuyệt đẹp, Bộ vi xử lý Intel Core i5-13500H, xử lý tốt các tác vụ học tập và văn phòng, RAM 16GB chuẩn DDR4 cho phép máy chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ rộng lớn, khởi động máy nhanh, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng chỉ với 1 chạm ngón tay, Trang bị đa dạng các cổng kết nối thông dụng, đáp ứng đầy đủ nhu cầu của người muốn mua máy tính",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1020/10055274-laptop-asus-vivobook-15-oled-i5-13500h-a1505va-l1114w-1_m8d6-m7.jpg,Laptop Asus Vivobook 15 OLED i5-13500H/16GB/512GB/Win11 (A1505VA-L1114W),95,18
"Laptop Asus dòng Vivobook đặc trưng bởi sự mỏng nhẹ, màu Bạc sang trọng, Màn hình 15.6 inch rộng rãi, độ phân giải Full HD hiển thị hình ảnh sắc nét, Bản lề\xa0180°\xa0giúp bạn dễ dàng chia sẻ màn hình trong các buổi hội họp, Bộ vi xử lý Intel Core i5-1235U, xử lý tốt các tác vụ học tập và văn phòng, RAM 16GB chuẩn DDR4 mở nhiều tab mượt, chuyển đổi qua lại trơn tru, Ổ cứng SSD 512GB khởi động máy nhanh,\xa0mở ra không gian lưu trữ lớn, Tích hợp cảm biến vân tay, mở khóa máy dễ dàng, nhanh chóng và an toàn, Nhiều cổng kết nối hiện đại, dễ dàng truyền nhận dữ liệu với thiết bị khác, Mỏng nhẹ nhưng vẫn đảm bảo đạt chuẩn độ bền quân đội Mỹ\xa0MIL-STD 810H",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/975/Asus_Vivobook_15_i5_Gen12_-_16GB_-_512GB__X1504ZA-NJ517W_1.jpg,Laptop Asus Vivobook 15 i5-1235U/16GB/512GB/Win11 (X1504ZA-NJ517W),96,18
"Laptop Asus màu bạc sang trọng, mỏng nhẹ dễ dàng mang theo, Chip Intel Core i5-1334U mạnh mẽ, tốc độ tối đa 4.60GHz, RAM 16GB DDR4 giúp chạy đa nhiệm mượt mà, không giật lag, Ổ cứng SSD 512GB PCIe 4.0 tốc độ cao, khởi động máy nhanh, Màn hình 15.6 inch Full HD IPS hiển thị sắc nét, góc nhìn rộng, Đồ họa Intel Iris Xe hỗ trợ tốt các tác vụ văn phòng và giải trí, Wi-Fi 6E và Bluetooth 5.3 giúp kết nối nhanh, ổn định, Âm thanh sống động với công nghệ SonicMaster hiện đại, Cổng kết nối đa dạng: USB-C, USB-A, HDMI tiện lợi, Pin 42Wh 3-cell Li-ion cho thời gian sử dụng lâu dài",18,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1147/s_8ewy-t0.jpg,Laptop Asus Vivobook 15 i5-1334U/16GB/512GB/Win11 (X1504VA-BQ2076W),97,18
"Laptop Dell Latitude\xa0CPU Intel Core i5 Gen13 hiệu năng ổn định, xử lý tốt tác vụ văn phòng, Hiển thị hình ảnh đẹp mắt trên màn hình 14 inch, độ phân giải Full HD, RAM 16GB DDR5 tốc độ tối đa\xa05200MHz chạy mượt nhiều Tab cùng một lúc, Ổ cứng SSD 512GB mở ra không gian lưu trữ rộng lớn, khởi động máy nhanh, Bộ xử lý đồ họa Intel UHD Graphics kết xuất hình ảnh đồ họa đẹp mắt, Dễ dàng truyền nhận dữ liệu với trang bị nhiều cổng kết nối thông dụng",17,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1141/Dell_Latitude_3450_i5-1335U16GB512GB__L3450-1335U-16512W-UMC_.jpg,Laptop Dell Latitude 3450 i5-1335U/16GB/512GB/Win11 (L3450-1335U-16512W-UMC),98,17
"Laptop Dell diện mạo bắt mắt, kiểu dáng sang trọng, màu Bạc thanh lịch, Màn hình cảm ứng 14"" độ phân giải\xa01920 x 1200 pixels\xa0hiển thị hình ảnh sắc nét, Chip Intel Core i5-1335U hiệu năng cao, xử lý nhanh tác vụ học tập và giải trí, Bản lề gập mở 360 độ, dễ dàng chia sẻ dữ liệu với đối tác trong các cuộc họp, RAM DDR5 8GB đa nhiệm tốt, cho phép máy làm việc với nhiều Tab một lúc, Ổ cứng SSD 512GB khởi động máy nhanh hơn, mở rộng không gian lưu trữ, Tích hợp cảm biến vân tay, mở khóa nhanh chóng và an toàn với 1 chạm, Đa dạng các cổng kết nối hiện đại và thông dụng, truyền nhận dữ liệu dễ dàng",17,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10056155-lap-top-dell-inspiron-14-7340-i5-1335u-n7340l58w1-1.jpg,Laptop Dell Inspiron 14 2-in-1 7430 i5-1335U/8GB/512GB/Win11 (N7430I58W1),99,17
"Laptop Dell thiết kế mỏng nhẹ, kiểu dáng sang trọng, màu sắc thanh lịch, Màn hình 14 inch Full HD, tái hiện hình ảnh sắc nét với màu sắc sống động, CPU Intel Core i5-1335U (10 nhân, 12 luồng) hiệu năng xử lý mạnh mẽ, 2 khe RAM DDR4 8GB (tổng 16GB) đa nhiệm tốt, máy chạy mượt khi mở nhiều Tab, Ổ cứng SSD 512GB khởi động máy nhanh hơn, mở rộng không gian lưu trữ, Card đồ họa tích hợp Intel Iris Xe Graphics nâng cao hiệu suất xử lý đồ họa, Trang bị đa dạng cổng kết nối, đáp ứng nhu cầu truyền nhận dữ liệu",17,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1126/Dell_Vostro_3430_i5-1335U2x8GB512GBWin111.jpg,Laptop Dell Vostro 3430 i5-1335U/2x8GB/512GB/Win11,100,17
"Laptop Dell thiết kế mỏng nhẹ, kiểu dáng sang trọng, màu sắc thanh lịch, Màn hình lớn 15.6 inch Full HD, tái hiện hình ảnh sắc nét với màu sắc sống động, CPU Intel Core i5-1335U hiệu năng mạnh mẽ, xử lý tốt tác vụ học tập, văn phòng, RAM DDR4 8GB đa nhiệm tốt, máy chạy mượt khi mở nhiều Tab cùng một lúc, Ổ cứng SSD 512GB khởi động máy nhanh hơn, mở rộng không gian lưu trữ, Card đồ họa NVIDIA GeForce MX550 2GB, nâng cao hiệu suất xử lý đồ họa, Cảm biến vân tay giúp mở khóa máy nhanh chóng và an toàn với 1 chạm, Trang bị đa dạng cổng kết nối thông dụng như: USB, HDMI, SD card.v.v.",17,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10053095-laptop-lenovo-ideapad-3-14iau7-82rj0019vn-1_235v-lx.jpg,Laptop Dell Inspiron 15 3530 i5-1335U/8GB/512GB/Win11 (71014840),101,17
"Laptop Dell\xa014 3430 thiết kế mỏng nhẹ, dễ mang theo mọi nơi xử lý công việc, CPU Intel Core i5\xa0thế hệ thứ 13 hiệu năng cao, xử lý nhanh tác vụ học tập và giải trí, RAM DDR4 16GB đa nhiệm tốt, mở nhiều Tab cùng lúc mượt mà, không đơ màn hình, Ổ cứng SSD 512GB khởi động máy nhanh hơn, mở rộng không gian lưu trữ, Card màn hình NVIDIA GeForce MX550 2GB giúp kết xuất đồ họa đẹp mắt, Màn hình 14 inch Full HD hiển thị hình ảnh sắc nét, màu sắc sống động, Tần số quét màn hình 120Hz, chuyển động hình mượt, không giật hay xé hình, Đầy đủ các cổng kết nối hiện đại và thông dụng như USB, LAN, HDMI,.v.v.",17,https://cdn.nguyenkimmall.com/images/thumbnails/210/210/detailed/1119/10058329-Laptop_Dell_Vostro_14_3430_i5-1335U16GB512GBWin11__60YGM1_.jpg,Laptop Dell Vostro 14 3430 i5-1335U/16GB/512GB/Win11 (60YGM1),102,17
